index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
818,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.927927928,0.75,-19.17475728
819,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.954954955,1,4.716981132
820,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.936936937,1,6.730769231
821,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.945945946,0.875,-7.5
822,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.936936937,0.875,-6.610576923
823,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.945945946,0.875,-7.5
824,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,brute,2,0.964285714,1,3.703703704
825,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.900900901,1,11
826,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.891891892,0.875,-1.893939394
827,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.918918919,1,8.823529412
828,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.900900901,0.75,-16.75
829,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.918918919,0.625,-31.98529412
830,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.900900901,0.75,-16.75
831,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.918918919,1,8.823529412
832,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.90990991,1,9.900990099
833,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.891891892,0.75,-15.90909091
834,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.927927928,1,7.766990291
835,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.927927928,1,7.766990291
836,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.900900901,0.875,-2.875
837,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.90990991,0.875,-3.836633663
838,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.891891892,0.75,-15.90909091
839,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,brute,2,0.919642857,1,8.737864078
840,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.837837838,0.875,4.435483871
841,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.81981982,0.875,6.730769231
842,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.837837838,0.875,4.435483871
843,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.828828829,0.5,-39.67391304
844,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.882882883,0.5,-43.36734694
845,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.855855856,0.625,-26.97368421
846,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.846846847,0.875,3.324468085
847,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.846846847,1,18.08510638
848,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.837837838,0.625,-25.40322581
849,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.873873874,1,14.43298969
850,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.846846847,1,18.08510638
851,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.855855856,0.875,2.236842105
852,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.855855856,0.875,2.236842105
853,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.846846847,0.75,-11.43617021
854,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,brute,2,0.839285714,1,19.14893617
855,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
856,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.875,-12.5
857,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
858,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.75,-25
859,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.625,-37.5
860,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.875,-12.5
861,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
862,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
863,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.75,-25
864,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
865,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
866,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.875,-12.5
867,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.875,-12.5
868,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,0.875,-12.5
869,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,distance,brute,2,1,1,0
870,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
871,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.875,-12.5
872,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
873,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.75,-25
874,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.625,-37.5
875,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.875,-12.5
876,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.875,-12.5
877,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
878,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.75,-25
879,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
880,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
881,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.875,-12.5
882,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.875,-12.5
883,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,0.75,-25
884,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,distance,brute,2,1,1,0
885,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
886,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
887,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
888,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.5,-50
889,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.5,-50
890,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.625,-37.5
891,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
892,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,1,0
893,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.625,-37.5
894,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,1,0
895,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,1,0
896,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
897,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.875,-12.5
898,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,0.75,-25
899,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 150, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,distance,brute,2,1,1,0
900,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.855855856,0.625,-26.97368421
901,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.783783784,0.875,11.63793103
902,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.837837838,1,19.35483871
903,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.810810811,0.625,-22.91666667
904,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.81981982,0.625,-23.76373626
905,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.828828829,0.375,-54.75543478
906,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.837837838,0.75,-10.48387097
907,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.846846847,0.875,3.324468085
908,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.810810811,0.75,-7.5
909,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.846846847,1,18.08510638
910,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.81981982,0.75,-8.516483516
911,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.846846847,0.875,3.324468085
912,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.828828829,0.875,5.570652174
913,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.810810811,0.875,7.916666667
914,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,1,0.857142857,1,16.66666667
915,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.738738739,0.625,-15.39634146
916,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.666666667,0.75,12.5
917,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.792792793,0.75,-5.397727273
918,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.711711712,0.375,-47.31012658
919,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.774774775,0.5,-35.46511628
920,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.756756757,0.375,-50.44642857
921,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.783783784,0.75,-4.310344828
922,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.783783784,0.875,11.63793103
923,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.720720721,0.625,-13.28125
924,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.783783784,1,27.5862069
925,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.792792793,0.75,-5.397727273
926,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.783783784,0.75,-4.310344828
927,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.72972973,0.875,19.90740741
928,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.720720721,0.625,-13.28125
929,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,1,0.732142857,0.857142857,17.07317073
930,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.567567568,0.5,-11.9047619
931,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.504504505,0.625,23.88392857
932,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.585585586,0.75,28.07692308
933,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.612612613,0.375,-38.78676471
934,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.630630631,0.5,-20.71428571
935,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.576576577,0.375,-34.9609375
